OBJECTID,ENTITYID,ENTITYCD,COMMONNM,OFFICIALNM,NAMEUPDT,ENTTYPEID,ENTTYPENM,OPENDATE,CLOSEDATE,STATUS,AUTHGRADES,ACTGRADES,GRADESUPDT,AUTHEDSET,ACTEDSET,EDSETUPDT,ADDRESSID,ADDRTYPEID,STREET,ADDRLINE2,CITY,STATE,ZIP,ADDRUPDT,GEOCODE,CGISTATID,CGISTATDT,XLOCATION,YLOCATION,LATITUDE,LONGITUDE,MIHOUSE,MISENATE,USCONGRESS,BLKGRP,CIVILDIV,FIPSCNTY,COUNTY,DISTCODE,IGNOREFLAG,ROOFTOP,x,y
1738,1118,4149, ,L'Anse Area School,16-Jul-17,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-12","KG,1-12",30-Jun-17,"GenEd,Alt,SpecEd,SchlChoice,PCE,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,PCE,SuppVirt",10-May-21,50088,2,201 N 4TH ST, ,LANSE,MI,49946-1447,3-Apr-22, ,2,22-Mar-22,312718.4063,692436.9856,46.75768,-88.45047,110,38,1,1002,45560,13,Baraga,18,0, ,-9846261.281,5902610.586
1739,1133,2579, ,McFall Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1","DevK,KG,1",8-Oct-14,"GenEd,PK,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",24-Sep-20,50170,2,509 W MAIN ST, ,MIDDLEVILLE,MI,49333-8476,3-Apr-22, ,2,22-Mar-22,543156.1507,240150.4959,42.71087,-85.47152,87,19,3,103003,79620,15,Barry,33810,0, ,-9514646.084,5268066.349
1740,1167,190, ,Christa McAuliffe Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,SpecEd,SchlChoice","GenEd,SpecEd,SchlChoice",31-Aug-21,50212,2,3281 KIESEL RD, ,BAY CITY,MI,48706-2447,3-Apr-22, ,2,22-Mar-22,667494.1192,342736.0017,43.61677,-83.92216,96,31,5,2858001,5120,17,Bay,3900,0, ,-9342172.118,5406326.73
1742,1184,287, ,Benzie Central Sr. High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",7-Mar-21,50228,2,9300 HOMESTEAD RD, ,BENZONIA,MI,49616-9661,3-Apr-22, ,2,22-Mar-22,495553.5286,451844.3565,44.618201,-86.05404,101,35,1,2002,7600,19,Benzie,4950,0,Y,-9579491.914,5561613.985
1744,1218,2097, ,Lakeshore Middle School,5-Oct-08,18,LEA School,31-Dec-66,,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,FaceVirt,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,FaceVirt,SuppVirt",5-Oct-20,50518,2,1459 W JOHN BEERS RD, ,STEVENSVILLE,MI,49127-9408,3-Apr-22, ,2,22-Mar-22,459431.1299,162907.1241,42.015882,-86.488762,79,21,6,16001,47600,21,Berrien,20820,0,Y,-9627884.945,5163358.788
1745,3593,1773, ,McGregor Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",28-Aug-19,"GenEd,PK,SpecEd,Tuit,SuppVirt","GenEd,PK,SpecEd,Tuit,SuppVirt",25-Oct-20,55623,2,1101 1ST ST, ,ROCHESTER,MI,48307-1891,3-Apr-22, ,2,22-Mar-22,733585.3997,240140.319,42.67575,-83.14723,45,13,8,1910001,69020,125,Oakland,29940,0, ,-9255907.305,5262747.201
1746,3606,5819, ,Rochester Adams High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Jul,12-Jul,2-Aug-21,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",29-Sep-20,55631,2,3200 W TIENKEN RD, ,ROCHESTER HILLS,MI,48306-3734,3-Apr-22, ,2,22-Mar-22,729406.2205,242060.652,42.69431,-83.19742,45,13,8,1925002,69035,125,Oakland,29940,0, ,-9261494.43,5265557.857
1747,3623,2123, ,Lamphere High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,PCE","GenEd,Alt,SpecEd,SchlChoice,PCE",2-Mar-17,55647,2,610 W 13 MILE RD, ,MADISON HEIGHTS,MI,48071-1858,3-Apr-22, ,2,22-Mar-22,737025.298,223088.121,42.521232,-83.112465,26,11,9,1810002,50560,125,Oakland,21120,0,Y,-9252037.282,5239380.09
1750,3674,5535, ,Waterford Mott High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"Alt, GenEd, SpecEd, SpecEdCtPr","Alt, GenEd, SpecEd, SpecEdCtPr",11-May-10,55724,2,1151 SCOTT LAKE RD, ,WATERFORD,MI,48328-1526,3-Apr-22, ,2,22-Mar-22,717320.0106,237421.1422,42.65611,-83.34668,43,14,11,1457001,84240,125,Oakland,35310,0, ,-9278109.977,5259773.909
1752,3708,1165, ,Evart High School,5-Oct-08,18,LEA School,31-Aug-97,,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",9-Aug-20,55740,2,6221 95TH AVE, ,EVART,MI,49631-8455,3-Apr-22, ,2,22-Mar-22,557670.3268,372708.4942,43.903434,-85.279933,97,35,4,9704003,26640,133,Osceola,13560,0,Y,-9493318.716,5450510.513
1753,3725,2581, ,Mio-AuSable High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Jun,12-Jun,6-Jul-09,"GenEd,SchlChoice,SuppVirt","GenEd,SchlChoice,SuppVirt",7-Sep-20,55760,2,1110 W 8TH ST, ,MIO,MI,48647-9140,3-Apr-22, ,2,22-Mar-22,646973.3659,457411.4151,44.653238,-84.144268,105,36,1,9704003,8220,135,Oscoda,24000,0,Y,-9366897.067,5567095.107
1754,3085,7484, ,Lake City Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,SpecEd,FaceVirt,SuppVirt","GenEd,SpecEd,FaceVirt,SuppVirt",19-Aug-20,54423,2,251 RUSSELL ST, ,LAKE CITY,MI,49651-9449,3-Apr-22, ,2,22-Mar-22,562659.0552,420952.5155,44.337356,-85.212007,103,35,4,9602001,44480,113,Missaukee,20610,0,Y,-9485757.229,5517798.092
1755,3110,1086, ,Airport Senior High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",23-Jun-21,54451,2,11330 GRAFTON RD, ,CARLETON,MI,48117-9392,3-Apr-22, ,2,22-Mar-22,716758.3671,168995.2185,42.04036,-83.37969,17,17,7,8303003,3680,115,Monroe,1980,0, ,-9281784.633,5167027.095
1756,3128,1905, ,Jefferson Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-May,8-May,23-Jul-17,"GenEd,SpecEd","GenEd,SpecEd",26-Jul-16,55453,2,5102 N STONY CREEK RD, ,MONROE,MI,48162-9158,3-Apr-22, ,2,22-Mar-22,722660.2936,159385.5784,41.95218,-83.31214,17,17,7,8312003,30820,115,Monroe,19800,0, ,-9274265.002,5153818.929
1758,3153,346, ,Montabella Elementary,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",1-Sep-21,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SuppVirt",1-Sep-20,54548,2,1456 E NORTH COUNTY LINE RD, ,BLANCHARD,MI,49310,3-Apr-22, ,2,22-Mar-22,574395.5452,330003.5494,43.517424,-85.077674,99,33,4,3001,69300,73,Isabella,12960,0,Y,-9470803.348,5391063.631
1759,3178,610, ,Central Montcalm Middle - High School,27-Jul-21,18,LEA School,"December 31, 1899",,Open-Active,12-Jun,12-Jun,30-Jun-21,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",21-Sep-20,54572,2,1480 S SHERIDAN RD, ,STANTON,MI,48888-8906,3-Apr-22, ,2,22-Mar-22,575011.1053,302690.3028,43.27144,-85.07389,70,33,4,9708003,73840,117,Montcalm,8640,0, ,-9470382.115,5353379.471
1762,3221,2208, ,Lincoln Park Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",14-Sep-15,"GenEd, PK, SchlChoice, SpecEd","GenEd, PK, SchlChoice, SpecEd",8-Feb-09,54622,2,2951 LEON ST, ,MUSKEGON,MI,49441-3611,3-Apr-22, ,2,22-Mar-22,475604.7575,294348.7319,43.199906,-86.2985,91,34,2,23003,59140,121,Muskegon,24120,0,Y,-9606705.076,5342449.247
1764,2116,3131, ,Pullen Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-2","KG,1-2",1-Jul-18,"GenEd,Alt,SpecEd,SuppVirt","GenEd,Alt,SpecEd,SuppVirt",9-Sep-20,52244,2,251 S BROWN ST, ,MOUNT PLEASANT,MI,48858-2907,3-Apr-22, ,2,22-Mar-22,599717.7318,339856.8616,43.60313,-84.76256,99,33,4,9403004,56020,73,Isabella,24750,0, ,-9435725.017,5404229.647
1765,2143,412, ,Columbia Elementary School,30-Jun-11,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-2","DevK,KG,1-2",5-Aug-15,"GenEd,PK,SpecEd,SpecEdCtPr,SchlChoice","GenEd,PK,SpecEd,SchlChoice",16-Jul-15,52475,2,320 SCHOOL ST, ,BROOKLYN,MI,49230-8504,3-Apr-22, ,2,22-Mar-22,645207.6373,174587.6239,42.107633,-84.242562,65,16,7,63031,17400,75,Jackson,6990,0,Y,-9377839.105,5177116.006
1767,2173,3574, ,Springport High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SchlChoice","GenEd,SpecEd,SchlChoice",30-Jun-21,52503,2,300 W MAIN ST, ,SPRINGPORT,MI,49284-9517,3-Apr-22, ,2,22-Mar-22,606643.8615,203827.3478,42.377358,-84.703347,65,16,7,66001,75880,75,Jackson,32610,0,Y,-9429133.457,5217674.526
1768,2207,602, ,Transition Services,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,19-Jul-15,"GenEd,Alt,SpecEd,SuppVirt","GenEd,Alt,SpecEd,SuppVirt",19-Jan-22,52543,2,1411 OAKLAND DR, ,KALAMAZOO,MI,49008-1206,3-Apr-22, ,2,22-Mar-22,533687.858,192764.9568,42.284683,-85.590201,60,20,6,6004,42160,77,Kalamazoo,19950,0,Y,-9527857.592,5203719.429
1769,2209,113, ,Arcadia Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG, 1-5","KG, 1-5",6-Jul-09,"GenEd,PK,Alt,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",22-Sep-21,52547,2,932 BOSWELL LN, ,KALAMAZOO,MI,49006-5408,3-Apr-22, ,2,22-Mar-22,530039.5783,192515.1036,42.2826,-85.63446,60,20,6,15063,42160,77,Kalamazoo,19950,0, ,-9532784.482,5203406.005
1770,2216,2575, ,Milwood Magnet School,7-Feb-12,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",22-Sep-21,52555,2,2916 KONKLE ST, ,KALAMAZOO,MI,49001-4558,3-Apr-22, ,2,22-Mar-22,536717.3479,190290.2463,42.262246,-85.553635,60,20,6,18011,42160,77,Kalamazoo,19950,0,Y,-9523787.084,5200343.931
1772,1875,4331, ,Waldron Area Schools,2-Jul-18,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-12","KG,1-12",2-Jul-18,"GenEd,SuppVirt","GenEd,SuppVirt",4-Oct-20,51556,2,13380 WALDRON RD, ,WALDRON,MI,49288-9631,3-Apr-22, ,2,22-Mar-22,631351.2424,132676.0261,41.732742,-84.419834,58,16,7,511004,88780,59,Hillsdale,35040,0,Y,-9397572.934,5121029.183
1773,1882,3527, ,South Range Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-6","DevK,KG,1-6",3-Aug-22,"GenEd,SpecEd,SchlChoice,21CCL,SuppVirt","GenEd,SpecEd,SchlChoice,21CCL,SuppVirt",10-Mar-21,51562,2,2 WHEALKATE DR, ,SOUTH RANGE,MI,49963,3-Apr-22, ,2,22-Mar-22,298809.0005,727578.5827,47.069653,-88.647954,110,38,1,7001,320,61,Houghton,1890,0,Y,-9868245.099,5953450.635
1774,1884,2293, ,C.L.K. Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","KG,1-5",6-Dec-17,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",29-Nov-17,51937,2,57070 MINE ST, ,CALUMET,MI,49913-2949,3-Apr-22, ,2,22-Mar-22,314598.5435,746430.4322,47.24379,-88.447856,110,38,1,3003,12600,61,Houghton,7690,0,Y,-9845970.292,5981957.988
1775,1939,3052, ,Robert L. Green Elementary,10-Aug-21,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",17-Nov-15,"GenEd,PK,SpecEd,SchlChoice,PCE,SuppVirt","GenEd,PK,SpecEd,SchlChoice,PCE,SuppVirt",8-Sep-22,51977,2,1811 PINECREST DR, ,EAST LANSING,MI,48823-1850,3-Apr-22, ,2,22-Mar-22,623012.1304,245936.6465,42.75402,-84.49523,69,23,8,38011,24120,65,Ingham,12600,0, ,-9405965.978,5274605.815
1776,1941,1418, ,Glencairn School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",30-Jun-14,"GenEd,PK,SpecEd,SchlChoice,PCE,SuppVirt","GenEd,PK,SpecEd,SchlChoice,PCE,SuppVirt",8-Sep-22,51983,2,939 N HARRISON RD, ,EAST LANSING,MI,48823-3062,3-Apr-22, ,2,22-Mar-22,623150.0666,244730.6977,42.74314,-84.49381,69,23,8,40001,24120,65,Ingham,12600,0, ,-9405807.904,5272956.501
1777,1948,1044, ,Eastern High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Jul,12-Jul,30-Jun-12,"Alt, GenEd, SchlChoice, SpecEd","Alt, GenEd, SchlChoice, SpecEd",21-Nov-11,51987,2,626 MARSHALL ST, ,LANSING,MI,48912-1598,3-Apr-22, ,2,22-Mar-22,620537.1323,244342.606,42.74007,-84.52582,68,23,8,65001,46000,65,Ingham,21150,0, ,-9409371.241,5272491.168
1782,291,8659, ,Da Vinci Institute (K-5),2-Aug-20,26,PSA School,17-Sep-98,,Open-Active,"KG,1-5","KG,1-5",8-Jul-20,"GenEd,PK,Alt,FaceVirt","GenEd,PK,Alt,FaceVirt",29-Nov-17,54501,2,559 MURPHY ST, ,JACKSON,MI,49202-1622,3-Apr-22, ,2,22-Mar-22,630527.2053,192881.3374,42.27503,-84.415846,65,16,7,57002,8760,75,Jackson,26010,0,Y,-9397128.992,5202267.052
1784,309,8484, ,Knapp Charter Academy,5-Oct-08,26,PSA School,1-Sep-97,,Open-Active,"KG,1-8","KG,1-8",25-Jul-12,"GenEd,SpecEd","GenEd,SpecEd",18-Nov-13,54377,2,1759 LEFFINGWELL AVE NE, ,GRAND RAPIDS,MI,49525-4531,3-Apr-22, ,2,22-Mar-22,532262.7837,271497.9658,42.99372,-85.602597,73,29,3,118031,34020,81,Kent,14610,0,Y,-9529237.509,5311016.016
1786,356,8212, ,Walden Green Montessori,5-Oct-08,26,PSA School,2-Apr-95,,Open-Active,"KG, 1-8","KG, 1-8",18-Jan-09,"GenEd, SpecEd","GenEd, SpecEd",18-Jan-09,55583,2,17339 ROOSEVELT RD, ,SPRING LAKE,MI,49456-1253,3-Apr-22, ,2,22-Mar-22,482098.3496,281953.9343,43.08848,-86.21822,89,30,2,206001,27960,139,Ottawa,16380,0, ,-9597768.348,5325449.117
1787,359,8372, ,Vanderbilt Charter Academy,5-Oct-08,26,PSA School,1-Dec-96,,Open-Active,"KG, 1-8","KG, 1-8",15-Jan-09,"GenEd,SpecEd","GenEd,SpecEd",18-Nov-13,55615,2,301 W 16TH ST, ,HOLLAND,MI,49423-3329,3-Apr-22, ,2,22-Mar-22,489966.2195,248022.7119,42.78309,-86.12109,90,30,2,249001,38640,139,Ottawa,18420,0, ,-9586955.885,5279013.996
1789,406,8435, ,Academy for Business and Technology High School,5-Oct-08,26,PSA School,10-Feb-97,,Open-Active,12-Jun,12-Jun,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",14-Oct-20,56654,2,19625 WOOD ST, ,MELVINDALE,MI,48122-2201,3-Apr-22, ,2,22-Mar-22,731065.0571,195524.9845,42.27499,-83.19622,14,3,13,5786001,52940,163,Wayne,23460,0, ,-9261360.846,5202261.034
1795,1075,1547, ,Hamilton High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd, SchlChoice, SpecEd","GenEd, SchlChoice, SpecEd",28-Dec-08,49880,2,4911 136TH AVE, ,HAMILTON,MI,49419-9606,3-Apr-22, ,2,22-Mar-22,497670.1809,237094.0058,42.684727,-86.026927,80,26,6,324022,28120,5,Allegan,17400,0,Y,-9576473.708,5264106.539
1796,1076,1548, ,Blue Star Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK, KG, KG-Part, 1-4","DevK, KG, KG-Part, 1-4",30-Jun-14,"GenEd,PK,SpecEd,SchlChoice","GenEd,PK,SpecEd,SchlChoice",30-Oct-18,49882,2,3846 58TH ST, ,HOLLAND,MI,49423-9350,3-Apr-22, ,2,22-Mar-22,490464.8632,238921.2869,42.701149,-86.114885,80,26,6,324021,28120,5,Allegan,17400,0,Y,-9586265.148,5266593.741
1797,1111,4050, ,Standish-Sterling Central Jr/Sr High School,16-Jul-17,18,LEA School,30-Jun-58,,Open-Active,12-Jul,12-Jul,30-Jun-17,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",26-Nov-17,50082,2,2401 GROVE STREET RD, ,STANDISH,MI,48658-9186,3-Apr-22, ,2,22-Mar-22,663748.2481,386802.6158,44.014217,-83.955012,97,36,5,9703003,21120,11,Arenac,32940,0,Y,-9345829.185,5467642.561
1798,1125,5882, ,Hastings High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,PCE,SuppVirt","GenEd,Alt,SpecEd,PCE,SuppVirt",23-Sep-20,50094,2,520 W SOUTH ST, ,HASTINGS,MI,49058-2156,3-Apr-22, ,2,22-Mar-22,557715.0252,232147.5454,42.637797,-85.294611,87,19,3,114004,37120,15,Barry,17970,0,Y,-9494952.664,5257002.356
1799,2264,2076, ,Lake Center Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK, DevK-Part, KG, KG-Part, 1-5","DevK, KG, 1-5",16-Jul-14,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",7-Sep-20,52609,2,10011 PORTAGE RD, ,PORTAGE,MI,49002-7249,3-Apr-22, ,2,22-Mar-22,535548.6262,180232.21,42.17173,-85.56849,61,20,6,21022,65560,77,Kalamazoo,28950,0, ,-9525440.735,5186738.578
1800,2281,5803, ,Kalkaska Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,SpecEd,SchlChoice","GenEd,SpecEd,SchlChoice",5-Jul-17,52625,2,1700 W KALKASKA RD, ,KALKASKA,MI,49646-9147,3-Apr-22, ,2,22-Mar-22,563753.1863,465408.632,44.73746,-85.192752,103,35,1,9503002,42280,79,Kalkaska,20050,0,Y,-9483613.772,5580284.199
1804,2345,436, ,Buchanan Elementary,22-Aug-18,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",24-Jun-15,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",7-Mar-21,52948,2,1775 BUCHANAN AVE SW, ,GRAND RAPIDS,MI,49507-1642,3-Apr-22, ,2,22-Mar-22,526637.994,264573.9115,42.93161,-85.67195,75,29,3,38003,34000,81,Kent,16440,0, ,-9536957.849,5301567.978
1805,2378,2806, ,Kent Education Center--Oakleigh,8-Nov-10,10,ISD School,"December 31, 1899",,Open-Active,"KG,1-8","KG,1-8",16-Jul-13,"GenEd,SpecEd,SpecEdCtPr,SuppVirt","GenEd,SpecEd,SpecEdCtPr,SuppVirt",7-Sep-20,52982,2,2223 GORDON ST NW, ,GRAND RAPIDS,MI,49504-3824,3-Apr-22, ,2,22-Mar-22,522596.2483,270014.8331,42.98074,-85.72124,76,29,3,18001,34000,81,Kent,16440,0, ,-9542444.787,5309040.738
1806,2395,1028, ,East Oakview Elementary School,5-Oct-08,18,LEA School,31-Aug-60,,Open-Active,"DevK,KG,1-4","DevK,KG,1-4",25-Oct-17,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",30-Sep-20,53000,2,3940 SUBURBAN SHORES DR NE, ,GRAND RAPIDS,MI,49525-1841,3-Apr-22, ,2,22-Mar-22,531372.9263,276047.01,43.03472,-85.61324,73,28,3,113024,64660,81,Kent,25950,0, ,-9530422.282,5317258.079
1807,2396,2742, ,North Oakview Elementary School,5-Oct-08,18,LEA School,31-Aug-60,,Open-Active,"DevK,KG,1-4","DevK,KG,1-4",9-Dec-15,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",30-Sep-20,53002,2,4300 COSTA AVE NE, ,GRAND RAPIDS,MI,49525-6103,3-Apr-22, ,2,22-Mar-22,530609.8009,276719.7396,43.04081,-85.62257,73,28,3,112002,64660,81,Kent,25950,0, ,-9531460.893,5318185.609
1816,3246,5368, ,Ravenna Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-May,8-May,3-Aug-10,"GenEd,SpecEd","GenEd,SpecEd",7-Mar-21,54972,2,2700 S RAVENNA RD, ,RAVENNA,MI,49451-9193,3-Apr-22, ,2,22-Mar-22,504123.1861,294736.5881,43.20372,-85.94751,91,34,2,29003,67300,121,Muskegon,29370,0, ,-9567633.048,5343031.694
1817,3260,8648, ,North Muskegon Middle School,5-Oct-08,18,LEA School,31-Aug-98,,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd, SchlChoice","GenEd, SchlChoice",21-Apr-09,54986,2,1507 MILLS AVE, ,MUSKEGON,MI,49445-3011,3-Apr-22, ,2,22-Mar-22,478202.5474,300747.8415,43.257594,-86.266764,92,34,2,15002,58640,121,Muskegon,25800,0,Y,-9603172.241,5351262.833
1819,3285,1655, ,Hesperia High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"BSAS, GenEd, SchlChoice, SpecEd","BSAS, GenEd, SchlChoice, SpecEd",21-Apr-09,55016,2,96 S DIVISION ST, ,HESPERIA,MI,49421-9004,3-Apr-22, ,2,22-Mar-22,496662.7937,335170.6689,43.56779,-86.03948,100,34,2,9703002,21700,123,Newaygo,18270,0, ,-9577871.102,5398798.504
1820,3310,292, ,Berkshire Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd, SpecEd","GenEd, SpecEd",30-Apr-09,55109,2,21707 W 14 MILE RD, ,BEVERLY HILLS,MI,48025-2659,3-Apr-22, ,2,22-Mar-22,724856.9659,223575.6655,42.529305,-83.260319,35,12,9,1580003,74920,125,Oakland,5850,0,Y,-9268496.314,5240599.503
1821,3328,4532, ,Rogers School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",19-Sep-19,"GenEd,SpecEd","GenEd,SpecEd",18-Nov-14,55129,2,2600 DEXTER RD, ,AUBURN HILLS,MI,48326-2101,3-Apr-22, ,2,22-Mar-22,726769.3859,240426.6114,42.680393,-83.230249,29,12,11,1403012,4105,125,Oakland,28740,0,Y,-9265148.937,5263450.241
1822,3335,2922, ,Owen Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-6","KG,1-6",18-Jul-22,"GenEd,SpecEd","GenEd,SpecEd",18-Nov-14,55133,2,1700 BALDWIN AVE, ,PONTIAC,MI,48340-1116,3-Apr-22, ,2,22-Mar-22,720955.3353,240462.1048,42.68243,-83.30115,29,12,14,1411001,65440,125,Oakland,28740,0, ,-9273041.601,5263758.698
1826,1220,670, ,Chikaming Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-2","KG,1-2",1-Jul-12,"GenEd,PK,SpecEd,SchlChoice","GenEd,PK,SpecEd,SchlChoice",1-Jul-18,50584,2,13742 THREE OAKS RD, ,SAWYER,MI,49125-9327,3-Apr-22, ,2,22-Mar-22,449300.9407,146770.0581,41.87007,-86.60978,78,21,6,112002,15480,21,Berrien,29790,0, ,-9641356.607,5141536.387
1827,1233,386, ,Brandywine Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,6-Mar,6-Mar,5-Oct-08,"GenEd,SpecEd,SchlChoice,OSTime,SuppVirt","GenEd,SpecEd,SchlChoice,OSTime,SuppVirt",11-Mar-21,50541,2,2428 S 13TH ST, ,NILES,MI,49120-4507,3-Apr-22, ,2,22-Mar-22,479540.3573,136902.7401,41.78242,-86.24526,78,21,6,211001,57780,21,Berrien,6600,0, ,-9600778.427,5128442.532
1828,1267,754, ,Coloma Junior High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,30-Jun-14,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",21-Nov-17,50590,2,302 W SAINT JOSEPH ST, ,COLOMA,MI,49038-9594,3-Apr-22, ,2,22-Mar-22,474241.6433,181133.6302,42.18054,-86.31064,79,21,6,102007,17320,21,Berrien,10380,0, ,-9608056.495,5188061.943
1829,1269,401, ,Bridgman High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd, SchlChoice, SpecEd","GenEd, SchlChoice, SpecEd",17-Nov-13,50594,2,9964 GAST RD, ,BRIDGMAN,MI,49106-9750,3-Apr-22, ,2,22-Mar-22,454871.9813,154394.2275,41.93902,-86.54321,79,21,6,111003,10580,21,Berrien,6840,0, ,-9633946.069,5151849.308
1831,1303,7572, ,Battle Creek Math-Sci Center,5-Oct-08,19,LEA Unique Education Provider,"December 31, 1899",,Open-Active,12-Aug,12-Aug,17-Aug-09,GenEd,GenEd,29-Jan-09,50620,2,171 MICHIGAN AVE W, ,BATTLE CREEK,MI,49017-3608,3-Apr-22, ,2,22-Mar-22,566862.8135,197300.7596,42.32322,-85.18732,62,19,3,3001,5920,25,Calhoun,5,0, ,-9483009.084,5209519.873
